ID,ID_original,GUID,Date (GMT),URL,Post_Title,Q1,Q2,Q3_1_og,Q3_2_og,Train,Q3_1,Q3_2,Q3_3,Q3_4,Q3_5,Q3_6,Q3_7,Q3_8,Q3_clean,text_content,image_data_url,final_input,D2_GPT_4o_initial_labeling,D2_GPT_4o_initial_labeling_raw,D2_GPT_4o_initial_labeling_1,D2_GPT_4o_initial_labeling_2,D2_GPT_4o_initial_labeling_3,D2_GPT_4o_initial_labeling_4,D2_GPT_4o_initial_labeling_5,D2_GPT_4o_initial_labeling_6,D2_GPT_4o_initial_labeling_7,D2_GPT_4o_initial_labeling_8
1801,8314,6b92c619-c012-491a-9553-885e81cfc8f5,2018-01-09 14:45:35,https://www.nytimes.com/reuters/2018/01/09/world/europe/09reuters-germany-politics-immigration.html,German Would-Be Coalition Partners Agree Skilled Immigration Law,2,99,99,99,1,0,0,0,0,0,0,0,0,"[0, 0, 0, 0, 0, 0, 0, 0]",German Would-Be Coalition Partners Agree Skilled Immigration Law,,German Would-Be Coalition Partners Agree Skilled Immigration Law,"[0, 0, 0, 0, 0, 1, 1, 0]","[0, 0, 0, 0, 0, 1, 1, 0]",0,0,0,0,0,1,1,0
479,2336,c5211b6a-7c80-4b89-8a94-2409a71a1609,2018-01-08 14:17:04,http://www.newsweek.com/trump-immigration-crackdown-public-health-crisis-children-769486?utm_source=internal&utm_campaign=right&utm_medium=related2,"Trump's Immigration Crackdown Creating a Public Health Crisis Among Children, Analysts Say",1,2,1,4,1,1,0,0,1,0,0,0,0,"[1, 0, 0, 1, 0, 0, 0, 0]","Trump's Immigration Crackdown Creating a Public Health Crisis Among Children, Analysts Say",,"Trump's Immigration Crackdown Creating a Public Health Crisis Among Children, Analysts Say","[0, 0, 0, 1, 0, 0, 0, 1]","[0, 0, 0, 1, 0, 0, 0, 1]",0,0,0,1,0,0,0,1
282,1388,ed491a11-6e50-41d4-9e98-f785fbcba71a,2018-01-07 09:44:38,http://www.latimes.com/nation/sns-bc-eu--italy-migrants-20180106-story.html,"8 migrants dead, 86 rescued from sinking boat off Libya",2,99,99,99,1,0,0,0,0,0,0,0,0,"[0, 0, 0, 0, 0, 0, 0, 0]","8 migrants dead, 86 rescued from sinking boat off Libya",,"8 migrants dead, 86 rescued from sinking boat off Libya","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0,0,0,0,0,0,0,0
1741,8049,66808277-890e-4242-8cb0-dc8e5fa8ba67,2018-01-10 06:13:00,http://dailycaller.com/2018/01/10/why-immigration-hawks-shouldnt-be-worried-yet-about-trump-surrendering-on-daca/,Why Immigration Hawks Shouldn’t Be Worried (Yet) About Trump Surrendering On DACA,1,2,6,7,1,0,0,0,0,0,1,1,0,"[0, 0, 0, 0, 0, 1, 1, 0]",Why Immigration Hawks Shouldn’t Be Worried (Yet) About Trump Surrendering On DACA,,Why Immigration Hawks Shouldn’t Be Worried (Yet) About Trump Surrendering On DACA,"[0, 0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 0, 1, 0, 0]",0,0,0,0,0,1,0,0
1349,6234,894cd834-aa8d-4d81-a086-05cf8141e19a,2018-01-10 05:04:27,https://www.pbs.org/newshour/show/what-will-come-from-the-unusual-on-camera-immigration-meeting,"What will come from the unusual, on-camera immigration meeting?",1,2,99,99,1,0,0,0,0,0,0,0,0,"[0, 0, 0, 0, 0, 0, 0, 0]","What will come from the unusual, on-camera immigration meeting?",,"What will come from the unusual, on-camera immigration meeting?","[0, 0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 0, 1, 0, 0]",0,0,0,0,0,1,0,0
856,4143,45f95161-022d-4f1a-896a-daab45dccc9c,2018-01-04 23:11:36,https://www.yahoo.com/news/m/b0f69564-433d-363e-8e75-b757651c2bef/ss_attorney-general-wastes.html,"Attorney General Wastes Resources, Sues Motel 6 To Protect Illegal Immigrants",1,2,6,2,1,0,1,0,0,0,1,0,0,"[0, 1, 0, 0, 0, 1, 0, 0]","Attorney General Wastes Resources, Sues Motel 6 To Protect Illegal Immigrants",,"Attorney General Wastes Resources, Sues Motel 6 To Protect Illegal Immigrants","[0, 0, 0, 1, 0, 1, 0, 0]","[0, 0, 0, 1, 0, 1, 0, 0]",0,0,0,1,0,1,0,0
211,1024,0da98ce5-8f1f-4cc5-bfdd-f2792ed25e9d,2018-01-11 19:07:08,http://abcnews.go.com/US/wireStory/immigrant-stripped-citizenship-federal-initiative-52287952,Immigrant stripped of citizenship under federal initiative,1,1,4,7,1,0,0,0,1,0,0,1,0,"[0, 0, 0, 1, 0, 0, 1, 0]",Immigrant stripped of citizenship under federal initiative,,Immigrant stripped of citizenship under federal initiative,"[0, 0, 0, 1, 0, 1, 0, 0]","[0, 0, 0, 1, 0, 1, 0, 0]",0,0,0,1,0,1,0,0
298,1480,3a381939-28f3-4bc4-8c3e-df06b9d8360d,2018-01-07 20:40:10,https://www.nytimes.com/2018/01/07/opinion/immigration-health-care.html,The Immigrants Who Deliver Health Care,1,2,99,99,1,0,0,0,0,0,0,0,0,"[0, 0, 0, 0, 0, 0, 0, 0]",The Immigrants Who Deliver Health Care,,The Immigrants Who Deliver Health Care,"[0, 0, 0, 1, 0, 0, 0, 0]","[0, 0, 0, 1, 0, 0, 0, 0]",0,0,0,1,0,0,0,0
1887,8648,ec94e5ec-167f-4a3e-97d2-4c48e8f14e8e,2018-01-12 20:03:11,https://www.yahoo.com/news/dreamer-lives-limbo-washington-battles-over-immigration-195514223.html,'Dreamer'lives in limbo as Washington battles over immigration,1,2,4,99,1,0,0,0,1,0,0,0,0,"[0, 0, 0, 1, 0, 0, 0, 0]",'Dreamer'lives in limbo as Washington battles over immigration,,'Dreamer'lives in limbo as Washington battles over immigration,"[0, 0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 0, 1, 0, 0]",0,0,0,0,0,1,0,0
1573,7274,76f180cb-3992-4d23-a2a6-ddd5a81ec24a,2018-01-08 22:57:02,http://abcnews.go.com/International/wireStory/south-korean-officials-head-border-talks-north-52221097,South Korean officials head to border for talks with North,2,99,99,99,1,0,0,0,0,0,0,0,0,"[0, 0, 0, 0, 0, 0, 0, 0]",South Korean officials head to border for talks with North,,South Korean officials head to border for talks with North,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0,0,0,0,0,0,0,0
652,3216,b02f122c-f35e-4c11-8a49-942c7ab96af2,2018-01-13 22:52:00,http://www.cnn.com/2018/01/13/politics/trump-remark-reaction/index.html,These lawmakers were in the Trump immigration meeting. Here's what they had to say.,1,2,6,99,1,0,0,0,0,0,1,0,0,"[0, 0, 0, 0, 0, 1, 0, 0]",These lawmakers were in the Trump immigration meeting. Here's what they had to say.,,These lawmakers were in the Trump immigration meeting. Here's what they had to say.,"[0, 0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 0, 1, 0, 0]",0,0,0,0,0,1,0,0
1235,5753,fd5acf2d-884f-40e1-b5e7-7c1bd5a931ef,2018-01-05 21:39:10,http://abcnews.go.com/Politics/wireStory/latest-immigrant-acquitted-killing-faces-us-case-52169579,The Latest: Immigrant acquitted of killing faces US case,1,1,2,99,1,0,1,0,0,0,0,0,0,"[0, 1, 0, 0, 0, 0, 0, 0]",The Latest: Immigrant acquitted of killing faces US case,,The Latest: Immigrant acquitted of killing faces US case,"[0, 1, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0, 0]",0,1,0,0,0,0,0,0
994,4729,e498387f-6dea-405b-86d6-893f6ad2d1bb,2018-01-09 21:58:45,http://www.breitbart.com/big-government/2018/01/09/trump-calls-daca-amnesty-bill-love-wall-funding-need-wall/?utm_source=feedburner&utm_medium=feed&utm_campaign=feed%3a+breitbart+%28breitbart+news%29,Donald Trump Calls for DACA Amnesty ‘Bill of Love’ and Wall Funding: ‘You Need the Wall’,1,2,7,99,1,0,0,0,0,0,0,1,0,"[0, 0, 0, 0, 0, 0, 1, 0]",Donald Trump Calls for DACA Amnesty ‘Bill of Love’ and Wall Funding: ‘You Need the Wall’,,Donald Trump Calls for DACA Amnesty ‘Bill of Love’ and Wall Funding: ‘You Need the Wall’,"[0, 0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 0, 1, 0, 0]",0,0,0,0,0,1,0,0
1934,198,b9708a9e-d226-44df-b7fe-fd17f26e8f1c,2018-02-04 16:11:27,http://www.breitbart.com/news/qa-on-immigration-bridging-partisan-gap-will-be-hard/,"Q&A: On immigration, bridging partisan gap will be hard - Breitbart",1,2,6,99,1,0,0,0,0,0,1,0,0,"[0, 0, 0, 0, 0, 1, 0, 0]","Q&A: On immigration, bridging partisan gap will be hard - Breitbart",,"Q&A: On immigration, bridging partisan gap will be hard - Breitbart","[0, 0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 0, 1, 0, 0]",0,0,0,0,0,1,0,0
1226,5717,f38511c3-5ce9-4a4a-9f26-74f71c93a091,2018-01-05 19:18:28,http://abcnews.go.com/Technology/wireStory/border-inspections-electronic-devices-hits-record-number-52166565,Border inspections of electronic devices hits record number,1,2,2,99,1,0,1,0,0,0,0,0,0,"[0, 1, 0, 0, 0, 0, 0, 0]",Border inspections of electronic devices hits record number,,Border inspections of electronic devices hits record number,"[0, 0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 0, 1, 0, 0]",0,0,0,0,0,1,0,0
995,4737,e9fd34c5-1f31-4982-a0ed-0324c0eefedf,2018-01-10 08:27:24,http://www.cnn.com/2018/01/09/politics/temporary-protected-status-countries/index.html?utm_source=feedburner&utm_medium=feed&utm_campaign=feed%3a+rss%2fcnn_latest+%28rss%3a+cnn+-+most+recent%29,"Trump administration ended protected status for 250,000 Salvadorans. These immigrants might be next",1,2,6,4,1,0,0,0,1,0,1,0,0,"[0, 0, 0, 1, 0, 1, 0, 0]","Trump administration ended protected status for 250,000 Salvadorans. These immigrants might be next",,"Trump administration ended protected status for 250,000 Salvadorans. These immigrants might be next","[0, 0, 0, 1, 0, 1, 0, 0]","[0, 0, 0, 1, 0, 1, 0, 0]",0,0,0,1,0,1,0,0
430,2115,ff82c0c5-acfd-4903-bc9f-d515866011b5,2018-01-12 14:56:47,http://www.cnn.com/2018/01/12/us/emmanuel-mensah-bronx-fire-trump/index.html?utm_source=feedburner&utm_medium=feed&utm_campaign=feed%3a+rss%2fcnn_latest+%28rss%3a+cnn+-+most+recent%29,"Soldier, immigrant from Ghana, dies rescuing neighbors in Bronx fire",1,1,4,99,1,0,0,0,1,0,0,0,0,"[0, 0, 0, 1, 0, 0, 0, 0]","Soldier, immigrant from Ghana, dies rescuing neighbors in Bronx fire",,"Soldier, immigrant from Ghana, dies rescuing neighbors in Bronx fire","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0,0,0,0,0,0,0,0
979,4670,aebf6fb3-0336-4e51-bff7-afd320eaad08,2018-01-10 15:07:08,http://thehill.com/blogs/blog-briefing-room/368239-tucker-carlson-rips-trump-for-immigration-meeting,Tucker Carlson rips Trump for immigration meeting | TheHill,1,2,6,99,1,0,0,0,0,0,1,0,0,"[0, 0, 0, 0, 0, 1, 0, 0]",Tucker Carlson rips Trump for immigration meeting | TheHill,,Tucker Carlson rips Trump for immigration meeting | TheHill,"[0, 0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 0, 1, 0, 0]",0,0,0,0,0,1,0,0
240,1157,10ad07f2-6c05-465e-84e2-9c7e64365a8f,2018-01-14 03:12:15,https://www.nytimes.com/aponline/2018/01/13/sports/basketball/ap-bkn-nets-wizards.html,Wall Pushes Wizards Over the Line in 119-113 OT Win vs Nets,2,99,99,99,1,0,0,0,0,0,0,0,0,"[0, 0, 0, 0, 0, 0, 0, 0]",Wall Pushes Wizards Over the Line in 119-113 OT Win vs Nets,,Wall Pushes Wizards Over the Line in 119-113 OT Win vs Nets,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0,0,0,0,0,0,0,0
1008,4782,c372723e-8320-4750-9dbd-b69a93277da6,2018-01-13 14:44:43,https://www.yahoo.com/news/m/1c258cad-f67e-3e3e-9081-a67cfe38746e/ss_trump-criticized-immigration.html,Trump criticized immigration from ‘s—hole’ countries: report,1,2,6,4,1,0,0,0,1,0,1,0,0,"[0, 0, 0, 1, 0, 1, 0, 0]",Trump criticized immigration from ‘s—hole’ countries: report,,Trump criticized immigration from ‘s—hole’ countries: report,"[0, 1, 0, 0, 0, 1, 0, 0]","[0, 1, 0, 0, 0, 1, 0, 0]",0,1,0,0,0,1,0,0
621,3049,d22e23e2-33a3-411d-85c8-24d62dcf8f08,2018-01-04 08:59:23,http://abcnews.go.com/Politics/wireStory/divided-democrats-face-liberal-backlash-immigration-52132263,Divided Democrats face liberal backlash on immigration,1,2,6,99,1,0,0,0,0,0,1,0,0,"[0, 0, 0, 0, 0, 1, 0, 0]",Divided Democrats face liberal backlash on immigration,,Divided Democrats face liberal backlash on immigration,"[0, 0, 0, 0, 0, 1, 0, 1]","[0, 0, 0, 0, 0, 1, 0, 1]",0,0,0,0,0,1,0,1
257,1222,bbcc7e18-77d8-4c58-8245-e150541538ff,2018-01-06 02:17:24,https://www.nytimes.com/2018/01/05/nyregion/mail-problems-daca-denial-of-work-permits-for-1900-immigrants.html,"At Least 1,900 Immigrants Were Rejected Because of Mail Problems - The New York Times",1,2,4,99,1,0,0,0,1,0,0,0,0,"[0, 0, 0, 1, 0, 0, 0, 0]","At Least 1,900 Immigrants Were Rejected Because of Mail Problems - The New York Times",,"At Least 1,900 Immigrants Were Rejected Because of Mail Problems - The New York Times","[0, 0, 0, 1, 0, 0, 1, 0]","[0, 0, 0, 1, 0, 0, 1, 0]",0,0,0,1,0,0,1,0
612,2998,2e56c759-6c63-4a33-be7b-f8e593d486ba,2018-01-14 10:59:00,https://www.yahoo.com/news/m/abd8c4a1-07e0-3333-8d22-811ae65e5941/ss_republicans-in-immigrant-rich.html,Republicans in immigrant-rich Florida scramble in wake of Trump’s “shithole” remark,1,2,6,4,1,0,0,0,1,0,1,0,0,"[0, 0, 0, 1, 0, 1, 0, 0]",Republicans in immigrant-rich Florida scramble in wake of Trump’s “shithole” remark,,Republicans in immigrant-rich Florida scramble in wake of Trump’s “shithole” remark,"[0, 0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 0, 1, 0, 0]",0,0,0,0,0,1,0,0
545,2666,60c45290-9acd-4210-8116-32519d850157,2018-01-09 19:06:13,http://www.motherjones.com/kevin-drum/2018/01/trump-ill-sign-any-immigration-bill-congress-sends-me/,Trump: I’ll Sign Any Immigration Bill Congress Sends Me,1,2,6,7,1,0,0,0,0,0,1,1,0,"[0, 0, 0, 0, 0, 1, 1, 0]",Trump: I’ll Sign Any Immigration Bill Congress Sends Me,,Trump: I’ll Sign Any Immigration Bill Congress Sends Me,"[0, 0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 0, 1, 0, 0]",0,0,0,0,0,1,0,0
772,3767,e945cd8f-860f-46a8-a073-361c3799831a,2018-01-04 15:13:53,http://thehill.com/opinion/immigration/367371-if-california-has-the-power-to-defy-immigration-laws-could-it-secede-as,"If California has power to defy immigration laws, could secede as well?",1,2,7,99,1,0,0,0,0,0,0,1,0,"[0, 0, 0, 0, 0, 0, 1, 0]","If California has power to defy immigration laws, could secede as well?",,"If California has power to defy immigration laws, could secede as well?","[0, 0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 0, 1, 0, 0]",0,0,0,0,0,1,0,0
1860,8547,e255ede5-ee7f-4924-b304-e2f2c1c3a949,2018-01-06 01:53:44,http://abcnews.go.com/technology/wirestory/border-inspections-electronic-devices-hits-record-number-52166565,Border inspections of electronic devices hits record high,1,2,2,99,1,0,1,0,0,0,0,0,0,"[0, 1, 0, 0, 0, 0, 0, 0]",Border inspections of electronic devices hits record high,,Border inspections of electronic devices hits record high,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0,0,0,0,0,0,0,0
1357,6277,44301024-99d5-43ae-af3e-2b15fd039761,2018-01-04 19:24:03,http://www.nbcnews.com/politics/white-house/trump-border-wall-must-be-part-any-daca-deal-n834671,"Trump: Give me the wall, I'll give you 'Dreamers' - NBC News",1,2,6,7,1,0,0,0,0,0,1,1,0,"[0, 0, 0, 0, 0, 1, 1, 0]","Trump: Give me the wall, I'll give you 'Dreamers' - NBC News",,"Trump: Give me the wall, I'll give you 'Dreamers' - NBC News","[0, 0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 0, 1, 0, 0]",0,0,0,0,0,1,0,0
1792,8292,538af4c4-f6db-47d2-b26f-f30a053d32b2,2018-01-14 22:54:34,http://www.newsweek.com/trump-immigrants-shithole-countries-daca-778928?utm_source=internal&utm_campaign=right&utm_medium=related3,"Trump Rants About Immigrants From ‘Shithole’ African Countries, Wants More People From ‘Countries Like Norway’: Report",1,2,6,4,1,0,0,0,1,0,1,0,0,"[0, 0, 0, 1, 0, 1, 0, 0]","Trump Rants About Immigrants From ‘Shithole’ African Countries, Wants More People From ‘Countries Like Norway’: Report",,"Trump Rants About Immigrants From ‘Shithole’ African Countries, Wants More People From ‘Countries Like Norway’: Report","[0, 0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 0, 1, 0, 0]",0,0,0,0,0,1,0,0
760,3728,94fb8d03-475f-4537-8eae-4a46ff1510fe,2018-01-03 13:35:30,http://www.latimes.com/nation/sns-bc-us--trump-administration-immigration-20180103-story.html,Homeland chief: Wait and see on citizenship for immigrants,1,2,6,99,1,0,0,0,0,0,1,0,0,"[0, 0, 0, 0, 0, 1, 0, 0]",Homeland chief: Wait and see on citizenship for immigrants,,Homeland chief: Wait and see on citizenship for immigrants,"[0, 0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 0, 1, 0, 0]",0,0,0,0,0,1,0,0
383,1837,640a2269-9464-4fec-bd6d-dd1a289ab6e3,2018-01-12 00:04:49,https://www.newsmax.com/us/haiti-el-salvador-africa-daca/2018/01/11/id/836683/,CNN's Philip Mudd Blasts Trump on Immigrant Comments,1,2,6,99,1,0,0,0,0,0,1,0,0,"[0, 0, 0, 0, 0, 1, 0, 0]",CNN's Philip Mudd Blasts Trump on Immigrant Comments,,CNN's Philip Mudd Blasts Trump on Immigrant Comments,"[0, 0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 0, 1, 0, 0]",0,0,0,0,0,1,0,0
1030,4920,c27db587-f3bf-4d00-b6ec-23f9dcf0c6ab,2018-01-13 10:39:36,https://www.newsmax.com/world/europe/eu-czech-presidential-election/2018/01/13/id/836963/,Czechs Vote for President; Anti-migrant Incumbent Is Favored,2,99,99,99,1,0,0,0,0,0,0,0,0,"[0, 0, 0, 0, 0, 0, 0, 0]",Czechs Vote for President; Anti-migrant Incumbent Is Favored,,Czechs Vote for President; Anti-migrant Incumbent Is Favored,"[0, 0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 0, 1, 0, 0]",0,0,0,0,0,1,0,0
1279,5921,a67379de-85d2-4300-8d5b-c4e30b0b3b70,2018-01-10 04:50:02,http://www.breitbart.com/big-government/2018/01/09/nyt-freaks-out-employers-prepare-to-compete-for-american-workers-as-temporary-immigrant-work-force-is-sent-home/,NYT Freaks Out: Employers Prepare for ‘Temporary’ Immigrant Work Force to be Sent Home,1,2,1,99,1,1,0,0,0,0,0,0,0,"[1, 0, 0, 0, 0, 0, 0, 0]",NYT Freaks Out: Employers Prepare for ‘Temporary’ Immigrant Work Force to be Sent Home,,NYT Freaks Out: Employers Prepare for ‘Temporary’ Immigrant Work Force to be Sent Home,"[1, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0, 0]",1,0,0,0,0,0,0,0
353,1723,8e4a30d9-4ce0-475f-a464-550eb0c9871b,2018-01-10 18:09:34,https://www.huffingtonpost.com/entry/trump-administration-ordered-daca-in-place_us_5a55931fe4b0b117f880754d,halting the administration’s plan to roll back protections for certain undocumented immigrants,1,2,7,99,1,0,0,0,0,0,0,1,0,"[0, 0, 0, 0, 0, 0, 1, 0]",halting the administration’s plan to roll back protections for certain undocumented immigrants,,halting the administration’s plan to roll back protections for certain undocumented immigrants,"[0, 0, 0, 1, 0, 1, 0, 0]","[0, 0, 0, 1, 0, 1, 0, 0]",0,0,0,1,0,1,0,0
1544,7144,416f9a4b-c67b-4356-bd39-fc4a3ddbc96d,2018-01-02 13:58:21,http://www.foxnews.com/politics/2018/01/02/prank-california-highway-signs-welcome-felons-illegal-immigrants-and-ms-13.html,"Prank California highway signs 'welcome' felons, illegal immigrants and MS-13",1,2,2,99,1,0,1,0,0,0,0,0,0,"[0, 1, 0, 0, 0, 0, 0, 0]","Prank California highway signs 'welcome' felons, illegal immigrants and MS-13",,"Prank California highway signs 'welcome' felons, illegal immigrants and MS-13","[0, 1, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0, 0]",0,1,0,0,0,0,0,0
1243,5779,ade41008-d076-4f07-8398-af01dd2c5052,2018-01-06 12:32:16,http://abcnews.go.com/politics/wirestory/immigrant-acquitted-killing-sentenced-gun-charge-52167659,Immigrant cleared of San Francisco killing faces US charges,1,1,2,99,1,0,1,0,0,0,0,0,0,"[0, 1, 0, 0, 0, 0, 0, 0]",Immigrant cleared of San Francisco killing faces US charges,,Immigrant cleared of San Francisco killing faces US charges,"[0, 1, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0, 0]",0,1,0,0,0,0,0,0
1038,4960,a242cceb-c852-4b6c-970e-3f3b0a73eaf8,2018-01-11 23:08:36,https://www.wsj.com/articles/lawmakers-look-to-sell-immigration-deal-to-a-skeptical-white-house-1515700909,Lawmakers Look to Sell Immigration Deal to a Skeptical White House - WSJ,1,2,7,99,1,0,0,0,0,0,0,1,0,"[0, 0, 0, 0, 0, 0, 1, 0]",Lawmakers Look to Sell Immigration Deal to a Skeptical White House - WSJ,,Lawmakers Look to Sell Immigration Deal to a Skeptical White House - WSJ,"[0, 0, 0, 0, 0, 1, 1, 0]","[0, 0, 0, 0, 0, 1, 1, 0]",0,0,0,0,0,1,1,0
1182,5567,a7803b28-642f-4624-aab8-ce81d14a0a4d,2018-01-10 09:07:51,https://www.yahoo.com/news/trump-suggests-comprehensive-immigration-reform-193134710.html,Trump Suggests Comprehensive Immigration Reform If He Gets His Border Wall,1,2,6,99,1,0,0,0,0,0,1,0,0,"[0, 0, 0, 0, 0, 1, 0, 0]",Trump Suggests Comprehensive Immigration Reform If He Gets His Border Wall,,Trump Suggests Comprehensive Immigration Reform If He Gets His Border Wall,"[0, 0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 0, 1, 0, 0]",0,0,0,0,0,1,0,0
495,2418,4ef5a1c4-e007-49aa-be23-dd8e281b4e77,2018-01-04 12:56:21,https://www.newsmax.com/newsfront/california-fake-highway-signs/2018/01/04/id/835063/,Fake Highway Signs Jab at New California Immigration Law,1,2,7,99,1,0,0,0,0,0,0,1,0,"[0, 0, 0, 0, 0, 0, 1, 0]",Fake Highway Signs Jab at New California Immigration Law,,Fake Highway Signs Jab at New California Immigration Law,"[0, 0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 0, 1, 0, 0]",0,0,0,0,0,1,0,0
394,1882,1e425223-9d2c-4944-8d4e-f505dde3f2ef,2018-01-05 07:08:53,https://www.wsj.com/articles/trumps-immigration-priorities-complicate-dreamer-talks-1515108916?tesla=y,Trump’s Immigration Priorities Complicate ‘Dreamer’ Talks,1,2,6,99,1,0,0,0,0,0,1,0,0,"[0, 0, 0, 0, 0, 1, 0, 0]",Trump’s Immigration Priorities Complicate ‘Dreamer’ Talks,,Trump’s Immigration Priorities Complicate ‘Dreamer’ Talks,"[0, 0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 0, 1, 0, 0]",0,0,0,0,0,1,0,0
1129,5354,49fa4fdf-dfb1-4968-a2ba-960ab5b2c1bb,2018-01-02 10:13:37,http://dailycaller.com/2018/01/01/viva-e-mexico-amazon-alibaba-and-walmart-are-investing-heavily-south-of-the-border/,"VIVA e-MEXICO: Amazon, Alibaba And Walmart Are Investing Heavily South Of The Border",2,99,99,99,1,0,0,0,0,0,0,0,0,"[0, 0, 0, 0, 0, 0, 0, 0]","VIVA e-MEXICO: Amazon, Alibaba And Walmart Are Investing Heavily South Of The Border",,"VIVA e-MEXICO: Amazon, Alibaba And Walmart Are Investing Heavily South Of The Border","[1, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0, 0]",1,0,0,0,0,0,0,0
465,2282,bf564116-2dc3-425b-a088-e1df99e594c5,2018-01-03 15:44:58,http://abcnews.go.com/international/wirestory/hungary-poland-anti-migration-stance-spreading-eu-52113514,"Hungary, Poland see anti-immigration stance spreading in EU",2,99,99,99,1,0,0,0,0,0,0,0,0,"[0, 0, 0, 0, 0, 0, 0, 0]","Hungary, Poland see anti-immigration stance spreading in EU",,"Hungary, Poland see anti-immigration stance spreading in EU","[0, 0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 0, 1, 0, 0]",0,0,0,0,0,1,0,0
888,4276,8d330c50-bd04-42b3-a65e-a6ba2fe9b2b3,2018-01-10 03:51:52,http://abcnews.go.com/politics/video/sarah-sanders-takes-questions-border-wall-briefing-room-52243344,Sarah Sanders takes questions on border wall in 'The Briefing Room' Video - ABC News,1,2,6,7,1,0,0,0,0,0,1,1,0,"[0, 0, 0, 0, 0, 1, 1, 0]",Sarah Sanders takes questions on border wall in 'The Briefing Room' Video - ABC News,,Sarah Sanders takes questions on border wall in 'The Briefing Room' Video - ABC News,"[0, 0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 0, 1, 0, 0]",0,0,0,0,0,1,0,0
1802,8315,43c9cb14-c1a2-4b13-b1d4-514d1f993b95,2018-01-08 20:39:03,https://www.yahoo.com/news/64-migrants-drown-weekend-sinking-off-libya-ngos-152741330.html,Up to 64 migrants drown in weekend sinking off Libya -NGOs,2,99,99,99,1,0,0,0,0,0,0,0,0,"[0, 0, 0, 0, 0, 0, 0, 0]",Up to 64 migrants drown in weekend sinking off Libya -NGOs,,Up to 64 migrants drown in weekend sinking off Libya -NGOs,"[0, 0, 0, 1, 0, 0, 0, 0]","[0, 0, 0, 1, 0, 0, 0, 0]",0,0,0,1,0,0,0,0
367,1767,f63a2a87-ca80-4065-8487-a704eda8ddd6,2018-01-09 23:00:14,http://www.cnn.com/2018/01/09/politics/temporary-protected-status-countries/index.html,"Protected status for 250,000 Salvadorans is ending. These immigrants might be next - CNNPolitics",1,2,7,99,1,0,0,0,0,0,0,1,0,"[0, 0, 0, 0, 0, 0, 1, 0]","Protected status for 250,000 Salvadorans is ending. These immigrants might be next - CNNPolitics",,"Protected status for 250,000 Salvadorans is ending. These immigrants might be next - CNNPolitics","[0, 0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 0, 1, 0, 0]",0,0,0,0,0,1,0,0
