ID,ID_original,GUID,Date (GMT),URL,Post_Title,Q1,Q2,Q3_1_og,Q3_2_og,Train,Q3_1,Q3_2,Q3_3,Q3_4,Q3_5,Q3_6,Q3_7,Q3_8,Q3_clean,text_content,image_data_url,final_input,GPT_41_finetune_1,GPT_41_finetune_1_raw,GPT_41_finetune_1_1,GPT_41_finetune_1_2,GPT_41_finetune_1_3,GPT_41_finetune_1_4,GPT_41_finetune_1_5,GPT_41_finetune_1_6,GPT_41_finetune_1_7,GPT_41_finetune_1_8
1438,6660,21c91501-8a6b-498d-a353-f23ede2649d6,2018-01-12 21:37:45,http://www.cnn.com/transcripts/1801/12/nday.05.html,President Trump's Reported Comments on Immigrants from Certain Countries Draws Controversy. Aired 8-8:30a ET,1,2,6,4,1,0,0,0,1,0,1,0,0,"[0, 0, 0, 1, 0, 1, 0, 0]",President Trump's Reported Comments on Immigrants from Certain Countries Draws Controversy. Aired 8-8:30a ET,,President Trump's Reported Comments on Immigrants from Certain Countries Draws Controversy. Aired 8-8:30a ET,"[0, 0, 0, 1, 0, 1, 0, 0]","[0, 0, 0, 1, 0, 1, 0, 0]",0,0,0,1,0,1,0,0
1872,8602,14788447-5397-4ea4-86ac-6f0dd1bfad7b,2018-01-13 13:09:09,https://www.yahoo.com/news/m/76ab1f78-5cd4-3f4d-81d5-2afd47e75e45/ss_jeff-bezos%2C-son-of-cuban.html,"Jeff Bezos, Son Of Cuban Immigrant, Gives $33 Million To Nonprofit Helping Dreamers Pay For College",1,2,3,99,1,0,0,1,0,0,0,0,0,"[0, 0, 1, 0, 0, 0, 0, 0]","Jeff Bezos, Son Of Cuban Immigrant, Gives $33 Million To Nonprofit Helping Dreamers Pay For College",,"Jeff Bezos, Son Of Cuban Immigrant, Gives $33 Million To Nonprofit Helping Dreamers Pay For College","[1, 0, 0, 1, 0, 0, 0, 0]","[1, 0, 0, 1, 0, 0, 0, 0]",1,0,0,1,0,0,0,0
9,35,126bb40a-6905-47e9-8cb7-5d8531e97d62,2018-01-03 23:17:10,https://www.nytimes.com/2018/01/03/arts/design/is-donald-trump-wall-builder-in-chief-a-conceptual-artist.html,"Is Donald Trump, Wall-Builder-in-Chief, a Conceptual Artist? - The New York Times",1,2,6,99,1,0,0,0,0,0,1,0,0,"[0, 0, 0, 0, 0, 1, 0, 0]","Is Donald Trump, Wall-Builder-in-Chief, a Conceptual Artist? - The New York Times",,"Is Donald Trump, Wall-Builder-in-Chief, a Conceptual Artist? - The New York Times","[0, 0, 0, 0, 1, 1, 0, 0]","[0, 0, 0, 0, 1, 1, 0, 0]",0,0,0,0,1,1,0,0
1307,6050,ddf097ae-c4da-414c-a748-854fc2dd9e1f,2018-01-11 22:13:11,http://www.foxnews.com/politics/2018/01/11/deal-or-no-deal-several-senators-claim-tentative-agreement-on-immigration.html,Deal or no deal? Several senators claim tentative agreement on immigration,1,2,7,99,1,0,0,0,0,0,0,1,0,"[0, 0, 0, 0, 0, 0, 1, 0]",Deal or no deal? Several senators claim tentative agreement on immigration,,Deal or no deal? Several senators claim tentative agreement on immigration,"[0, 0, 0, 0, 0, 1, 1, 0]","[0, 0, 0, 0, 0, 1, 1, 0]",0,0,0,0,0,1,1,0
1803,8317,04a89ee4-5789-482b-8099-89f9350b3ca5,2018-01-07 05:39:35,https://www.yahoo.com/news/apos-want-wall-apos-no-214154037.html,"'We Want the Wall.'No DACA Deal Without Border Wall, Trump Warns",1,2,7,6,1,0,0,0,0,0,1,1,0,"[0, 0, 0, 0, 0, 1, 1, 0]","'We Want the Wall.'No DACA Deal Without Border Wall, Trump Warns",,"'We Want the Wall.'No DACA Deal Without Border Wall, Trump Warns","[0, 0, 0, 0, 0, 1, 1, 0]","[0, 0, 0, 0, 0, 1, 1, 0]",0,0,0,0,0,1,1,0
1364,6299,18dcda5f-b717-49aa-af04-0e89d0bdcdb2,2018-01-08 13:28:20,http://www.newsweek.com/ice-deports-paraplegic-boy-caregiver-driving-without-license-773393,Immigration Officials Set to Deport Paraplegic Boy's Caregiver For Driving Without a License,1,1,3,2,1,0,1,1,0,0,0,0,0,"[0, 1, 1, 0, 0, 0, 0, 0]",Immigration Officials Set to Deport Paraplegic Boy's Caregiver For Driving Without a License,,Immigration Officials Set to Deport Paraplegic Boy's Caregiver For Driving Without a License,"[0, 0, 1, 1, 0, 0, 0, 0]","[0, 0, 1, 1, 0, 0, 0, 0]",0,0,1,1,0,0,0,0
576,2822,ae1ddeda-effd-476f-9dd6-53bf99d702fc,2018-01-10 17:19:02,http://www.cnn.com/2018/01/10/politics/border-crossings-up-trump-effect/index.html,Trump admin grapples with rise in border crossing numbers it once touted,1,2,6,99,1,0,0,0,0,0,1,0,0,"[0, 0, 0, 0, 0, 1, 0, 0]",Trump admin grapples with rise in border crossing numbers it once touted,,Trump admin grapples with rise in border crossing numbers it once touted,"[1, 0, 0, 0, 0, 1, 0, 0]","[1, 0, 0, 0, 0, 1, 0, 0]",1,0,0,0,0,1,0,0
332,1625,ef2675b1-9c7a-4876-9f5b-51aa0dcfbe43,2018-01-13 14:30:30,http://www.foxnews.com/us/2018/01/13/trump-on-his-promises-yes-on-tax-cuts-but-wheres-wall.html,Trump on his promises: Yes on tax cuts but where's the wall?,1,2,6,7,1,0,0,0,0,0,1,1,0,"[0, 0, 0, 0, 0, 1, 1, 0]",Trump on his promises: Yes on tax cuts but where's the wall?,,Trump on his promises: Yes on tax cuts but where's the wall?,"[0, 0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 0, 1, 0, 0]",0,0,0,0,0,1,0,0
1154,5463,9c2ee175-c378-46d9-8e7b-6775a40073f1,2018-01-04 07:26:04,http://www.breitbart.com/big-government/2018/01/03/white-house-hope-for-daca-deal-includes-wall-enforcement-ending-lottery-and-chain-migration/,"White House ‘Hope’ for DACA Deal Includes Wall, Enforcement, Ending Lottery, and Chain Migration - Breitbart",1,2,7,99,1,0,0,0,0,0,0,1,0,"[0, 0, 0, 0, 0, 0, 1, 0]","White House ‘Hope’ for DACA Deal Includes Wall, Enforcement, Ending Lottery, and Chain Migration - Breitbart",,"White House ‘Hope’ for DACA Deal Includes Wall, Enforcement, Ending Lottery, and Chain Migration - Breitbart","[0, 0, 0, 0, 0, 1, 1, 0]","[0, 0, 0, 0, 0, 1, 1, 0]",0,0,0,0,0,1,1,0
1752,8108,a28523c0-363a-4931-8a0c-1549c452f75c,2018-01-03 23:10:01,http://www.huffingtonpost.com/entry/motel-6-ice-washington-state_us_5a4d4030e4b06d1621bcd2ab?ncid=inblnkushpmg00000009,"Motel 6 Gave Guest Info To Immigration Agents, Washington State AG Alleges",1,1,2,99,1,0,1,0,0,0,0,0,0,"[0, 1, 0, 0, 0, 0, 0, 0]","Motel 6 Gave Guest Info To Immigration Agents, Washington State AG Alleges",,"Motel 6 Gave Guest Info To Immigration Agents, Washington State AG Alleges","[0, 1, 0, 1, 0, 0, 0, 0]","[0, 1, 0, 1, 0, 0, 0, 0]",0,1,0,1,0,0,0,0
1128,5349,348151fd-3c15-46e2-87a4-81e6b2c98467,2018-01-10 04:50:04,http://www.breitbart.com/big-government/2018/01/09/white-house-dems-and-republicans-agree-to-negotiate-on-daca-immigration-reform/,"White House: Dems and Republicans Agree to Negotiate on Negotiations for DACA, Immigration Reform",1,2,6,7,1,0,0,0,0,0,1,1,0,"[0, 0, 0, 0, 0, 1, 1, 0]","White House: Dems and Republicans Agree to Negotiate on Negotiations for DACA, Immigration Reform",,"White House: Dems and Republicans Agree to Negotiate on Negotiations for DACA, Immigration Reform","[0, 0, 0, 0, 0, 1, 1, 0]","[0, 0, 0, 0, 0, 1, 1, 0]",0,0,0,0,0,1,1,0
1893,8666,e96f7589-b4ed-49cc-9582-f439fa1c4a87,2018-01-11 03:58:26,http://www.newsweek.com/restricting-immigration-doesnt-help-blue-collar-jobless-776995,Restricting Immigration Doesn’t Help the Blue Collar Jobless,1,2,1,99,1,1,0,0,0,0,0,0,0,"[1, 0, 0, 0, 0, 0, 0, 0]",Restricting Immigration Doesn’t Help the Blue Collar Jobless,,Restricting Immigration Doesn’t Help the Blue Collar Jobless,"[1, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0, 0]",1,0,0,0,0,0,0,0
794,3855,ad66c43c-dd86-49d7-b669-c3afbfbf3011,2018-01-10 08:29:47,http://www.breitbart.com/video/2018/01/09/schumer-building-medieval-border-wall-ineffective-political-gesture/?utm_source=feedburner&utm_medium=feed&utm_campaign=feed%3a+breitbart+%28breitbart+news%29,Schumer: Building a ‘Medieval’ Border Wall Is an ‘Ineffective Political Gesture’,1,2,6,7,1,0,0,0,0,0,1,1,0,"[0, 0, 0, 0, 0, 1, 1, 0]",Schumer: Building a ‘Medieval’ Border Wall Is an ‘Ineffective Political Gesture’,,Schumer: Building a ‘Medieval’ Border Wall Is an ‘Ineffective Political Gesture’,"[0, 0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 0, 1, 0, 0]",0,0,0,0,0,1,0,0
440,2174,24319ddf-4632-4295-96ef-25247a06b9e2,2018-01-05 10:53:27,https://www.wsj.com/articles/trump-administration-seeks-18-billion-over-decade-to-expand-border-wall-1515148381,Trump Administration Seeks $18 Billion Over Decade to Expand Border Wall,1,2,6,1,1,1,0,0,0,0,1,0,0,"[1, 0, 0, 0, 0, 1, 0, 0]",Trump Administration Seeks $18 Billion Over Decade to Expand Border Wall,,Trump Administration Seeks $18 Billion Over Decade to Expand Border Wall,"[1, 0, 0, 0, 0, 1, 1, 0]","[1, 0, 0, 0, 0, 1, 1, 0]",1,0,0,0,0,1,1,0
1723,7948,f47278cf-59a5-4fc1-be29-6dc0d5d51baf,2018-01-10 04:32:00,http://abcnews.go.com/Politics/wireStory/judge-blocks-trump-decision-end-young-immigrant-program-52257469,Judge blocks Trump decision to end young immigrant program,1,2,6,99,1,0,0,0,0,0,1,0,0,"[0, 0, 0, 0, 0, 1, 0, 0]",Judge blocks Trump decision to end young immigrant program,,Judge blocks Trump decision to end young immigrant program,"[0, 0, 0, 1, 0, 1, 1, 0]","[0, 0, 0, 1, 0, 1, 1, 0]",0,0,0,1,0,1,1,0
346,1699,0e824e75-7c0e-4946-91bc-9134797a072a,2018-01-10 07:55:10,http://dailycaller.com/2018/01/09/jeb-bush-is-encouraged-by-trumps-bipartisan-meeting-on-immigration/,Guess Who Is 'Encouraged' By Trump's Bipartisan Meeting On Immigration,1,2,6,99,1,0,0,0,0,0,1,0,0,"[0, 0, 0, 0, 0, 1, 0, 0]",Guess Who Is 'Encouraged' By Trump's Bipartisan Meeting On Immigration,,Guess Who Is 'Encouraged' By Trump's Bipartisan Meeting On Immigration,"[0, 0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 0, 1, 0, 0]",0,0,0,0,0,1,0,0
198,955,f861145f-1c34-4f0b-8a32-362cbe02232c,2018-01-10 13:34:46,http://abcnews.go.com/gma/video/judge-blocks-trump-decision-end-young-immigration-program-52254780,WATCH: Judge blocks Trump decision to end young immigration program,1,2,6,7,1,0,0,0,0,0,1,1,0,"[0, 0, 0, 0, 0, 1, 1, 0]",WATCH: Judge blocks Trump decision to end young immigration program,,WATCH: Judge blocks Trump decision to end young immigration program,"[0, 0, 0, 0, 0, 1, 1, 0]","[0, 0, 0, 0, 0, 1, 1, 0]",0,0,0,0,0,1,1,0
607,2981,cbd576bb-a177-4598-882f-01bc4d21d233,2018-01-09 04:01:24,https://www.newsmax.com/politics/chief-of-staff-white-house-john-kelly-stephen-miller/2018/01/08/id/835915/,CNN: WH Chief of Staff Kelly Takes WH Lead on Immigration,1,2,6,99,1,0,0,0,0,0,1,0,0,"[0, 0, 0, 0, 0, 1, 0, 0]",CNN: WH Chief of Staff Kelly Takes WH Lead on Immigration,,CNN: WH Chief of Staff Kelly Takes WH Lead on Immigration,"[0, 0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 0, 1, 0, 0]",0,0,0,0,0,1,0,0
812,3920,23cf70b4-8d8d-4e64-867c-2862ef38d557,2018-01-11 14:43:20,http://www.cnn.com/transcripts/1801/10/ath.01.html,"Trump White House Calls Judges Ruling On DACA ""Outrageous""; Trump Contradicts Himself In Meeting With Lawmakers; IS Trump White House Softening Its Demands On A Wall?; California Republican Representative Darrell",1,2,6,7,1,0,0,0,0,0,1,1,0,"[0, 0, 0, 0, 0, 1, 1, 0]","Trump White House Calls Judges Ruling On DACA ""Outrageous""; Trump Contradicts Himself In Meeting With Lawmakers; IS Trump White House Softening Its Demands On A Wall?; California Republican Representative Darrell",,"Trump White House Calls Judges Ruling On DACA ""Outrageous""; Trump Contradicts Himself In Meeting With Lawmakers; IS Trump White House Softening Its Demands On A Wall?; California Republican Representative Darrell","[0, 0, 0, 0, 0, 1, 1, 0]","[0, 0, 0, 0, 0, 1, 1, 0]",0,0,0,0,0,1,1,0
1983,437,4d159fc4-e205-4f68-b97a-e6adbf82289f,2018-02-01 11:14:51,http://abcnews.go.com/international/wirestory/77-immigrants-found-truck-california-mexico-border-52750933,77 immigrants found in truck near California-Mexico border,1,1,99,99,1,0,0,0,0,0,0,0,0,"[0, 0, 0, 0, 0, 0, 0, 0]",77 immigrants found in truck near California-Mexico border,,77 immigrants found in truck near California-Mexico border,"[0, 1, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0, 0]",0,1,0,0,0,0,0,0
1890,8657,d1f9b0a9-48ef-4bf8-afab-b218f2faae3b,2018-01-09 20:40:46,https://www.newsmax.com/newsfront/border-arrests-drop-homeland-security/2018/01/09/id/836103/,Border Apprehensions Plunge 40% in Trump's First Year,1,2,8,6,1,0,0,0,0,0,1,0,1,"[0, 0, 0, 0, 0, 1, 0, 1]",Border Apprehensions Plunge 40% in Trump's First Year,,Border Apprehensions Plunge 40% in Trump's First Year,"[1, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0, 0]",1,0,0,0,0,0,0,0
707,3481,8d2f9b78-016b-4a85-a2c7-c72ced61a6d7,2018-01-11 05:26:24,https://www.washingtonpost.com/politics/congress/lawmakers-renew-immigration-effort-as-a-shutdown-looms/2018/01/11/feb1f094-f68f-11e7-9af7-a50bc3300042_story.html,Lawmakers renew immigration effort as a shutdown looms,1,2,7,99,1,0,0,0,0,0,0,1,0,"[0, 0, 0, 0, 0, 0, 1, 0]",Lawmakers renew immigration effort as a shutdown looms,,Lawmakers renew immigration effort as a shutdown looms,"[0, 0, 0, 0, 0, 1, 1, 0]","[0, 0, 0, 0, 0, 1, 1, 0]",0,0,0,0,0,1,1,0
1198,5618,69ae5e18-ad72-4184-8729-b64540d983fd,2018-01-11 20:39:15,http://thehill.com/homenews/administration/368489-washington-post-tells-dems-to-compromise-with-trump-and-build-border,"Washington Post tells Dems to compromise with Trump, accept border wall | TheHill",1,2,6,7,1,0,0,0,0,0,1,1,0,"[0, 0, 0, 0, 0, 1, 1, 0]","Washington Post tells Dems to compromise with Trump, accept border wall | TheHill",,"Washington Post tells Dems to compromise with Trump, accept border wall | TheHill","[0, 0, 0, 0, 0, 1, 1, 0]","[0, 0, 0, 0, 0, 1, 1, 0]",0,0,0,0,0,1,1,0
625,3076,0887859a-b5d4-4b32-b362-234fdc8c1e27,2018-01-13 03:55:15,http://thehill.com/homenews/house/368822-dems-fear-stephen-miller-ambush-on-immigration,Dems fear ‘Stephen Miller ambush’ on immigration | TheHill,1,2,6,99,1,0,0,0,0,0,1,0,0,"[0, 0, 0, 0, 0, 1, 0, 0]",Dems fear ‘Stephen Miller ambush’ on immigration | TheHill,,Dems fear ‘Stephen Miller ambush’ on immigration | TheHill,"[0, 0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 0, 1, 0, 0]",0,0,0,0,0,1,0,0
1824,8396,19f746e9-74e9-4f11-84e1-6fec0bc8b876,2018-01-10 17:11:53,https://www.washingtonpost.com/national/apnewsbreak-7-eleven-probe-opens-new-front-on-immigration/2018/01/10/4632c24e-f628-11e7-9af7-a50bc3300042_story.html,APNewsBreak: 7-Eleven probe opens new front on immigration,1,2,1,99,1,1,0,0,0,0,0,0,0,"[1, 0, 0, 0, 0, 0, 0, 0]",APNewsBreak: 7-Eleven probe opens new front on immigration,,APNewsBreak: 7-Eleven probe opens new front on immigration,"[0, 1, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0, 0]",0,1,0,0,0,0,0,0
1510,6967,30d46699-062e-498b-84cf-94fe2cc254f4,2018-01-12 03:33:53,http://www.breitbart.com/video/2018/01/11/dem-rep-speier-we-have-an-absolute-obligation-to-these-daca-kids-not-interested-in-building-a-useless-wall/,Dem Rep Speier: 'We Have an Absolute Obligation to These DACA Kids' - 'Not Interested in Building a Useless Wall' - Breitbart,1,2,6,7,1,0,0,0,0,0,1,1,0,"[0, 0, 0, 0, 0, 1, 1, 0]",Dem Rep Speier: 'We Have an Absolute Obligation to These DACA Kids' - 'Not Interested in Building a Useless Wall' - Breitbart,,Dem Rep Speier: 'We Have an Absolute Obligation to These DACA Kids' - 'Not Interested in Building a Useless Wall' - Breitbart,"[0, 0, 1, 1, 0, 1, 0, 0]","[0, 0, 1, 1, 0, 1, 0, 0]",0,0,1,1,0,1,0,0
193,935,fffcf7c7-176a-4fa7-a37a-3e8aea8fd616,2018-01-10 21:20:00,http://www.breitbart.com/big-government/2018/01/10/freedom-caucus-chairman-meadows-no-daca-amnesty-without-immigration-reforms/,Freedom Caucus Chairman Mark Meadows: No DACA Amnesty Without Immigration Reforms,1,1,6,7,1,0,0,0,0,0,1,1,0,"[0, 0, 0, 0, 0, 1, 1, 0]",Freedom Caucus Chairman Mark Meadows: No DACA Amnesty Without Immigration Reforms,,Freedom Caucus Chairman Mark Meadows: No DACA Amnesty Without Immigration Reforms,"[0, 0, 0, 0, 0, 1, 1, 0]","[0, 0, 0, 0, 0, 1, 1, 0]",0,0,0,0,0,1,1,0
511,2517,c361616c-2bae-4192-bf9d-4ee8dab224d4,2018-01-12 04:08:27,https://www.nytimes.com/2018/01/11/us/politics/chain-migration-immigration-daca-factcheck.html?partner=rss&emc=rss,Fact Check: These Claims About ‘Chain Migration’ Are Not Accurate,1,2,99,99,1,0,0,0,0,0,0,0,0,"[0, 0, 0, 0, 0, 0, 0, 0]",Fact Check: These Claims About ‘Chain Migration’ Are Not Accurate,,Fact Check: These Claims About ‘Chain Migration’ Are Not Accurate,"[0, 0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 0, 1, 0, 0]",0,0,0,0,0,1,0,0
1230,5738,ee3ebde5-f74e-4d15-bd46-0b19d5bb2661,2018-01-10 22:31:52,https://www.cbsnews.com/news/house-gop-members-unveil-sweeping-immigration-reform-bill/,House GOP members unveil sweeping immigration reform bill,1,2,6,7,1,0,0,0,0,0,1,1,0,"[0, 0, 0, 0, 0, 1, 1, 0]",House GOP members unveil sweeping immigration reform bill,,House GOP members unveil sweeping immigration reform bill,"[0, 0, 0, 0, 0, 0, 1, 0]","[0, 0, 0, 0, 0, 0, 1, 0]",0,0,0,0,0,0,1,0
1884,8636,b428c7dc-b857-493a-9767-1f3364ac772a,2018-01-13 16:20:49,http://thehill.com/opinion/immigration/368782-immigrants-from-shithole-countries-make-america-great,Immigrants from 's---hole' countries make America great,1,2,4,5,1,0,0,0,1,1,0,0,0,"[0, 0, 0, 1, 1, 0, 0, 0]",Immigrants from 's---hole' countries make America great,,Immigrants from 's---hole' countries make America great,"[0, 0, 0, 0, 1, 0, 0, 0]","[0, 0, 0, 0, 1, 0, 0, 0]",0,0,0,0,1,0,0,0
833,4034,30709ec0-a6b9-498f-b2af-291b08a2e66e,2018-01-06 17:39:20,http://www.cnn.com/2018/01/06/politics/el-salvador-tps-immigration/index.html,"These 250,000 immigrants could face deportation",1,2,4,99,1,0,0,0,1,0,0,0,0,"[0, 0, 0, 1, 0, 0, 0, 0]","These 250,000 immigrants could face deportation",,"These 250,000 immigrants could face deportation","[1, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0, 0]",1,0,0,0,0,0,0,0
594,2920,d9a10a41-919d-467f-a000-df9b0f4cbf83,2018-01-12 18:30:01,http://www.foxnews.com/politics/2018/01/12/war-words-escalates-over-trumps-immigration-comments.html,War of words escalates over Trump's immigration comments,1,2,6,4,1,0,0,0,1,0,1,0,0,"[0, 0, 0, 1, 0, 1, 0, 0]",War of words escalates over Trump's immigration comments,,War of words escalates over Trump's immigration comments,"[0, 0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 0, 1, 0, 0]",0,0,0,0,0,1,0,0
245,1172,66e7dc5e-220d-42b8-8397-3f3e751c08fa,2018-01-04 02:04:13,https://www.dailykos.com/stories/2018/1/2/1729217/-Bosses-are-using-deportation-threats-to-keep-immigrant-workers-from-standing-up-for-their-rights,Bosses are using deportation threats to keep immigrant workers from standing up for their rights,1,2,1,4,1,1,0,0,1,0,0,0,0,"[1, 0, 0, 1, 0, 0, 0, 0]",Bosses are using deportation threats to keep immigrant workers from standing up for their rights,,Bosses are using deportation threats to keep immigrant workers from standing up for their rights,"[1, 0, 0, 1, 0, 0, 0, 0]","[1, 0, 0, 1, 0, 0, 0, 0]",1,0,0,1,0,0,0,0
1472,6818,dcd8c660-7639-40da-a8bd-be5de98ca92d,2018-01-12 05:34:18,http://www.breitbart.com/news/trump-uses-slur-to-describe-immigrants-from-haiti-africa/,"Trump uses slur to describe immigrants from Haiti, Africa",1,2,6,4,1,0,0,0,1,0,1,0,0,"[0, 0, 0, 1, 0, 1, 0, 0]","Trump uses slur to describe immigrants from Haiti, Africa",,"Trump uses slur to describe immigrants from Haiti, Africa","[0, 0, 0, 1, 0, 1, 0, 0]","[0, 0, 0, 1, 0, 1, 0, 0]",0,0,0,1,0,1,0,0
1577,7282,42412aab-5c1d-4eec-af4c-338d9bcf268d,2018-01-14 23:48:22,https://www.politico.com/story/2018/01/14/trump-racism-immigration-shithole-340601,Racism charges swarm Trump as 'shithole' debate rattles immigration talks,1,2,4,6,1,0,0,0,1,0,1,0,0,"[0, 0, 0, 1, 0, 1, 0, 0]",Racism charges swarm Trump as 'shithole' debate rattles immigration talks,,Racism charges swarm Trump as 'shithole' debate rattles immigration talks,"[0, 0, 0, 0, 0, 1, 1, 0]","[0, 0, 0, 0, 0, 1, 1, 0]",0,0,0,0,0,1,1,0
779,3805,2d6c9173-be40-498e-8df9-2f77858cc344,2018-01-06 04:05:54,http://www.breitbart.com/economics/2018/01/05/democrats-angry-trump-restates-pro-american-immigration-principles/,Democrats Angry As Trump Restates Pro-American Immigration Principles - Breitbart,1,2,6,7,1,0,0,0,0,0,1,1,0,"[0, 0, 0, 0, 0, 1, 1, 0]",Democrats Angry As Trump Restates Pro-American Immigration Principles - Breitbart,,Democrats Angry As Trump Restates Pro-American Immigration Principles - Breitbart,"[0, 0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 0, 1, 0, 0]",0,0,0,0,0,1,0,0
190,920,b3d2e88b-4c6e-4865-8324-d6a5e4f0347a,2018-01-14 18:32:35,http://www.breitbart.com/texas/2018/01/14/heiress-to-los-zetas-cartel-faction-arrested-for-murder-of-5-lawmen-in-mexican-border-city/?utm_source=feedburner&utm_medium=feed&utm_campaign=feed%3a+breitbart+%28breitbart+news%29,Los Zetas Cartel Faction Heiress Arrested for Murder of 5 Lawmen in Mexican Border City ,1,1,2,99,1,0,1,0,0,0,0,0,0,"[0, 1, 0, 0, 0, 0, 0, 0]",Los Zetas Cartel Faction Heiress Arrested for Murder of 5 Lawmen in Mexican Border City ,,Los Zetas Cartel Faction Heiress Arrested for Murder of 5 Lawmen in Mexican Border City ,"[0, 1, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0, 0]",0,1,0,0,0,0,0,0
959,4583,77a31e78-aa1e-42f3-8a3d-167186d3bc13,2018-01-10 07:30:31,http://www.breitbart.com/news/us-judge-blocks-trump-move-rescinding-immigrant-program/,US judge blocks Trump move rescinding immigrant program - Breitbart,1,2,6,99,1,0,0,0,0,0,1,0,0,"[0, 0, 0, 0, 0, 1, 0, 0]",US judge blocks Trump move rescinding immigrant program - Breitbart,,US judge blocks Trump move rescinding immigrant program - Breitbart,"[0, 0, 0, 1, 0, 1, 1, 0]","[0, 0, 0, 1, 0, 1, 1, 0]",0,0,0,1,0,1,1,0
1263,5853,0667eaca-793a-466d-b164-1c2aee3a2c07,2018-01-11 00:00:00,https://www.yahoo.com/news/m/c658827d-6994-36e2-af72-67d39658a7fd/ss_president-trump-attacks.html,President Trump attacks protections for immigrants from ‘shithole countries’ in Oval Office meeting,1,2,6,4,1,0,0,0,1,0,1,0,0,"[0, 0, 0, 1, 0, 1, 0, 0]",President Trump attacks protections for immigrants from ‘shithole countries’ in Oval Office meeting,,President Trump attacks protections for immigrants from ‘shithole countries’ in Oval Office meeting,"[0, 0, 0, 1, 0, 1, 0, 0]","[0, 0, 0, 1, 0, 1, 0, 0]",0,0,0,1,0,1,0,0
264,1273,a0cf26a0-e609-428c-9fd2-f7faf726005f,2018-01-07 10:23:16,https://www.yahoo.com/news/m/2c37ff30-f071-3b1e-aa6f-d00d4060cb16/ss_at-camp-david%2C-trump-outlines.html,"At Camp David, Trump Outlines Vision On North Korea, Welfare, Immigration For 2018",1,1,6,99,1,0,0,0,0,0,1,0,0,"[0, 0, 0, 0, 0, 1, 0, 0]","At Camp David, Trump Outlines Vision On North Korea, Welfare, Immigration For 2018",,"At Camp David, Trump Outlines Vision On North Korea, Welfare, Immigration For 2018","[0, 0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 0, 1, 0, 0]",0,0,0,0,0,1,0,0
1134,5363,b201fc45-84dd-4662-922f-96666aa36676,2018-01-12 23:44:20,https://www.nytimes.com/2018/01/12/nyregion/immigration-activist-deportation.html,Activists and ICE Face Off Over Detained Immigrant Leader,1,1,2,99,1,0,1,0,0,0,0,0,0,"[0, 1, 0, 0, 0, 0, 0, 0]",Activists and ICE Face Off Over Detained Immigrant Leader,,Activists and ICE Face Off Over Detained Immigrant Leader,"[0, 0, 0, 1, 0, 1, 0, 0]","[0, 0, 0, 1, 0, 1, 0, 0]",0,0,0,1,0,1,0,0
364,1758,d584593a-39a1-46a3-8ef7-283a3221346f,2018-01-09 20:07:36,http://dailycaller.com/2018/01/09/illegal-immigration-by-family-units-and-children-surges-as-daca-negotiations-heat-up/,Illegal Immigration By ‘Family Units’ and Children Surges As DACA Negotiations Heat Up,1,2,3,7,1,0,0,1,0,0,0,1,0,"[0, 0, 1, 0, 0, 0, 1, 0]",Illegal Immigration By ‘Family Units’ and Children Surges As DACA Negotiations Heat Up,,Illegal Immigration By ‘Family Units’ and Children Surges As DACA Negotiations Heat Up,"[0, 0, 1, 0, 0, 1, 0, 0]","[0, 0, 1, 0, 0, 1, 0, 0]",0,0,1,0,0,1,0,0
379,1829,c58b8f38-39d0-4926-b507-55143cfe7bdc,2018-01-10 14:03:22,http://www.breitbart.com/news/the-latest-white-house-blasts-ruling-on-immigrants-program/,The Latest: White House blasts ruling on immigrants program,1,2,6,99,1,0,0,0,0,0,1,0,0,"[0, 0, 0, 0, 0, 1, 0, 0]",The Latest: White House blasts ruling on immigrants program,,The Latest: White House blasts ruling on immigrants program,"[0, 0, 0, 1, 0, 1, 1, 0]","[0, 0, 0, 1, 0, 1, 1, 0]",0,0,0,1,0,1,1,0
